USER_ID,FOLLOWS_ID
6698,844
6337,844
7076,844
8148,844
1686,844
6866,844
9651,844
7990,844
8081,844
8991,844
6886,844
3112,844
2474,844
5310,844
5099,844
9914,844
604,844
7588,844
681,844
2057,844
2326,844
228,844
4919,844
2152,844
6360,844
6300,844
6653,844
2663,844
9235,844
5271,844
3630,844
4439,844
8441,844
5592,844
6218,844
4874,844
689,847
2058,848
7015,848
9619,848
4193,848
1679,848
2475,848
5509,848
991,848
1415,848
4045,848
18,850
9658,856
4777,858
1033,866
4487,866
236,866
1944,866
3941,866
4409,866
394,866
2568,866
8824,866
7026,866
2678,867
3349,871
8089,871
9822,871
3404,871
3129,871
4600,875
344,875
2369,875
6682,875
95,875
4620,875
4482,875
5450,875
5522,875
4320,875
8214,875
4781,875
6617,875
8253,875
7242,875
6031,875
741,875
7641,875
1816,875
1905,875
2765,875
8410,875
3238,875
6446,875
8406,875
7002,875
5869,875
7490,875
5464,875
5532,875
6820,875
1773,875
9976,875
8057,875
6826,875
8509,875
8439,875
9267,875
2184,875
9031,875
8076,875
2447,875
7775,875
944,875
8389,875
4099,875
846,875
6109,875
8543,875
6334,875
8607,876
6550,876
1154,876
441,876
5116,876
6261,876
9012,876
3237,876
9741,876
5315,876
6182,877
8795,877
3204,877
6365,877
3630,877
9873,877
6362,877
4430,877
1967,877
3263,877
7709,877
6236,877
7332,877
2642,877
1310,877
6476,877
9923,877
7584,877
8348,877
5963,877
9577,877
6736,877
7155,877
5556,877
8518,877
7463,879
478,880
3563,880
2786,880
4581,880
3674,880
8626,881
146,885
1492,887
9902,889
1880,889
9877,889
9708,889
4919,889
8031,892
2113,893
7738,894
1396,894
1830,894
9381,894
710,894
5511,896
6259,897
3911,897
2450,897
1671,897
1783,897
3858,897
6317,897
1835,897
9350,897
9063,897
1822,901
8276,903
6599,904
3125,906
4537,906
6078,906
1635,906
8540,906
2757,911
5395,913
674,915
9047,916
3694,920
4614,920
6098,920
386,920
8130,920
2359,922
8043,924
6126,926
3161,927
2037,930
9557,934
2734,935
9888,935
2061,935
2926,935
4527,935
2988,935
1254,935
4400,935
6984,935
3643,935
1123,936
2873,936
2141,936
612,936
1022,936
1550,936
3819,936
2334,936
2406,936
5990,936
8334,937
4197,938
